,#,substance,SigC800,SigBr730,EpsC800,EpsBr730,MAPE_dens1,MAPE_dens2,MAPE_RCE1,MAPE_RCE2,prediction_1-bromobutane,prediction_2-bromobutane,RCE1,RCE2,RCE3,RCE4,RCE5,RCE6,RCE7,RCE8,RCE9,RCE21,RCE22,RCE23
29,minMAPE-9,both,0.25023482509959966,0.5399649671065648,0.5222921797557517,2.456847381667251,2.891935452265249,5.785938819154747,370.460363047668,103.72974505035062,1312.6953125,1331.3160400390625,2.0425430210325097,0.005736137667304232,-3.1763862332695965,0.0,-1.250478011472275,-1.255497131931163,-4.276768642447413,2.058317399617596,-3.2330305927342224,0.0,0.5717017208412992,-1.5272466539196976
30,minMAPE-10,both,0.2697482948475814,0.5118226379745581,0.5006884471021755,2.446115300238595,0.7497248968784328,9.37570807571017,345.66189837006846,83.57234762493066,1285.364990234375,1376.4932861328125,1.9579349904397723,-0.03919694072657439,-2.7170172084130004,0.0,-1.2117590822179716,-1.2081739961759097,-3.7860898661567894,1.9548279158699813,-2.760277246653921,0.0,0.6857074569789674,-1.1615678776290663
31,minMAPE-11,both,0.248771505661823,0.5391700171778122,0.5097335619057394,2.4453883705384287,0.7041805570524412,9.55494822705602,368.36544597469725,105.63004535700719,1284.783935546875,1378.7490234375,2.168738049713196,-0.000956022944548441,-3.1811663479923524,0.0,-1.26003824091778,-1.2344646271510498,-4.253585086042064,1.9976099426386242,-3.1646749521988493,0.0,0.5442160611854653,-1.5399139579349932
32,minMAPE-12,both,0.25584981648444405,0.5163614168634313,0.5152865480697211,2.4447154813832714,0.17801904626019324,7.314315389724871,347.9438486727547,87.32900452772166,1278.0711669921875,1350.5506591796875,2.0781548757170154,0.05043021032504405,-2.8236137667304066,0.0,-1.2067399617590837,-1.2143881453154917,-3.854206500956024,2.003824091778199,-2.818355640535373,0.0,0.7110420650095588,-1.2201242829827892
33,minMAPE-13,both,0.2932376636415091,0.4919599309704882,0.47399252757453714,2.4344353617594936,0.08178270803123887,8.456567605904846,321.80228762470443,74.88607209057943,1276.8433837890625,1364.9259033203125,1.9373804971319366,0.0889101338432156,-2.280114722753344,0.0,-1.1527246653919643,-1.1747131931166328,-3.381453154875716,1.9457456978967542,-2.3348470363288665,0.0,0.730640535372846,-0.9065487571701736
34,minMAPE-14,both,0.22806768759055454,0.5183871783223515,0.503613965440937,2.431641694466002,0.6660610927947206,7.172942739372269,346.7603659310952,86.17628296704419,1284.297607421875,1348.771484375,2.042304015296364,0.09177820267686093,-2.8343690248565987,0.0,-1.2041108986615705,-1.1859464627151093,-3.870697896749527,2.057361376673041,-2.839627151051625,0.0,0.6806883365200797,-1.2282504780114678
35,minMAPE-15,both,0.2606404900488906,0.5354615687109929,0.5083946546793161,2.4290509040040673,0.9959819941409277,2.147525731277314,362.35599452792167,99.19853695591853,1263.09326171875,1285.526611328125,2.0267686424474163,0.06477055449330463,-3.0745697896749533,0.0,-1.2053059273422577,-1.2265774378585097,-4.1704110898661595,2.0097992351816423,-3.169455066921605,0.0,0.5767208413001937,-1.4271032504780123
36,minMAPE-16,both,0.32695572713570553,0.4868838123011612,0.5115360959904809,2.4541490615982418,0.2716528507848053,11.537841505884982,328.0216164354621,70.90370472716057,1279.2657470703125,1403.7037353515625,1.8962715105162518,0.020076481835564812,-2.181405353728485,0.0,-1.2590822179732315,-1.2437858508604225,-3.319550669216057,1.8324569789674956,-2.1859464627151017,0.0,0.7973231357552544,-0.7363766730401571
37,minMAPE-17,both,0.040000035812504955,0.3921873428643174,0.4410537968687788,2.3394866774073617,1.0659805826491258,12.520563294596743,267.0816927761902,35.19347249964781,1289.3997802734375,1416.0712890625,1.3843212237093694,-0.004541108986616983,-0.8699808795411125,0.0,-1.1935946462715104,-1.1823613766730408,-1.9959369024856595,1.3738049713193092,-0.8620936902485657,0.0,1.1990917782026758,0.5628585086042108
38,minMAPE-18,both,0.2535649200035906,0.5004059949203457,0.5071020082041054,2.442875447559904,0.41368230044384274,12.645155520585021,330.4482736655639,79.40661915145726,1281.0777587890625,1417.6392822265625,2.0124282982791626,0.09679732313575552,-2.506453154875716,0.0,-1.1646749521988504,-1.1814053537284854,-3.5372848948374718,1.9815965583173987,-2.5348948374760982,0.0,0.7402007648183576,-1.0011950286806865
39,minMAPE-19,both,0.2173000717130899,0.5146373140820907,0.4913765654853671,2.4426853083189046,0.0049218505055687,10.406385019368296,347.1872165343884,85.88391158226543,1275.86279296875,1389.46435546875,2.110898661567883,0.062380497131930134,-2.772705544933078,0.0,-1.22323135755258,-1.211042065009555,-3.8432122370936863,2.026768642447423,-2.7860898661567832,0.0,0.645076481835567,-1.1947896749521976
