,ratio,rndint,kernel,length_scale,nu,alpha,periodicity,mape,r2
1912,0.5,272.0,RBF,1.0,-,-,-,0.0352167667131175,0.9590888988282588
1913,0.5,272.0,Matern,1.0,1.5,-,-,0.0288719392578463,0.9763592380167164
1914,0.5,272.0,RQ,1.0,-,1.0,-,0.0415462308575405,0.9562653480454608
1915,0.5,272.0,ESS,1.0,-,-,1.0,0.9946974217236796,-19.07494647662602
1916,0.5,759.0,RBF,1.0,-,-,-,1.0,-17.19205052833231
1917,0.5,759.0,Matern,1.0,1.5,-,-,0.0252510401626828,0.980603004163949
1918,0.5,759.0,RQ,1.0,-,1.0,-,0.0409054763543248,0.9599352529395534
1919,0.5,759.0,ESS,1.0,-,-,1.0,0.9936107242214208,-17.036665186318476
1920,0.5,390.0,RBF,1.0,-,-,-,0.0306411369035328,0.9689374329078072
1921,0.5,390.0,Matern,1.0,1.5,-,-,0.0250263018660743,0.98413668429787
1922,0.5,390.0,RQ,1.0,-,1.0,-,0.0427384171255643,0.9629570631776816
1923,0.5,390.0,ESS,1.0,-,-,1.0,1.0,-15.748309901251396
1924,0.5,930.0,RBF,1.0,-,-,-,0.029910893443947,0.9703163554124448
1925,0.5,930.0,Matern,1.0,1.5,-,-,0.0243389795414448,0.9825095041184904
1926,0.5,930.0,RQ,1.0,-,1.0,-,0.0379020336755709,0.9648881028066272
1927,0.5,930.0,ESS,1.0,-,-,1.0,0.9692684603825652,-16.547733342655125
1928,0.5,633.0,RBF,1.0,-,-,-,1.0,-16.398811868742524
1929,0.5,633.0,Matern,1.0,1.5,-,-,0.0254118127063094,0.983404167393379
1930,0.5,633.0,RQ,1.0,-,1.0,-,0.0408916635409256,0.9626708603448264
1931,0.5,633.0,ESS,1.0,-,-,1.0,0.979222669743408,-15.945809217988042
1932,0.5,928.0,RBF,1.0,-,-,-,0.0312929668084201,0.9662959322516383
1933,0.5,928.0,Matern,1.0,1.5,-,-,0.0247046592781616,0.9824012773967662
1934,0.5,928.0,RQ,1.0,-,1.0,-,0.0405525048986147,0.9620528390093288
1935,0.5,928.0,ESS,1.0,-,-,1.0,0.9943793795000784,-16.951595052175755
1936,0.5,854.0,RBF,1.0,-,-,-,0.0303768862516866,0.9749311906437652
1937,0.5,854.0,Matern,1.0,1.5,-,-,0.0248358862865323,0.9838428936462754
1938,0.5,854.0,RQ,1.0,-,1.0,-,0.0399252570970048,0.9631904612654776
1939,0.5,854.0,ESS,1.0,-,-,1.0,0.0303768230212915,0.9749313019730642
1940,0.5,554.0,RBF,1.0,-,-,-,0.0329074872244498,0.963171140848993
1941,0.5,554.0,Matern,1.0,1.5,-,-,0.026779421209087,0.9808849257041956
1942,0.5,554.0,RQ,1.0,-,1.0,-,0.0444956606494758,0.9590105621667766
1943,0.5,554.0,ESS,1.0,-,-,1.0,0.0329074797766829,0.9631711637925368
1944,0.5,562.0,RBF,1.0,-,-,-,1.0,-17.011687435668012
1945,0.5,562.0,Matern,1.0,1.5,-,-,0.0238352579467782,0.9841020458735203
1946,0.5,562.0,RQ,1.0,-,1.0,-,0.0381575873102074,0.9675462134187234
1947,0.5,562.0,ESS,1.0,-,-,1.0,0.0271299856253126,0.9786340391077156
1948,0.5,78.0,RBF,1.0,-,-,-,1.0,-16.386344943546998
1949,0.5,78.0,Matern,1.0,1.5,-,-,0.0232339487945807,0.9861123820605586
1950,0.5,78.0,RQ,1.0,-,1.0,-,0.0399221324314138,0.9658546259881524
1951,0.5,78.0,ESS,1.0,-,-,1.0,0.989128888278821,-16.129302757261716
1952,0.5,222.0,RBF,1.0,-,-,-,1.0,-16.511158717250414
1953,0.5,222.0,Matern,1.0,1.5,-,-,0.0274712643974262,0.977079831729116
1954,0.5,222.0,RQ,1.0,-,1.0,-,0.0425224666982299,0.9583440169074856
1955,0.5,222.0,ESS,1.0,-,-,1.0,0.0356508361834901,0.954974799035592
1956,0.5,294.0,RBF,1.0,-,-,-,0.0322133751029319,0.9709862663448636
1957,0.5,294.0,Matern,1.0,1.5,-,-,0.0257810481241596,0.9838724993637468
1958,0.5,294.0,RQ,1.0,-,1.0,-,0.0410175386326955,0.9647802139097096
1959,0.5,294.0,ESS,1.0,-,-,1.0,0.0324267715696599,0.9699877074464806
1960,0.5,725.0,RBF,1.0,-,-,-,0.0296295227731658,0.971779624145095
1961,0.5,725.0,Matern,1.0,1.5,-,-,0.026145841348914,0.9811001886689218
1962,0.5,725.0,RQ,1.0,-,1.0,-,0.0432845013229704,0.9571850446785596
1963,0.5,725.0,ESS,1.0,-,-,1.0,0.9971559162703332,-16.43090187357439
1964,0.5,582.0,RBF,1.0,-,-,-,0.0316769471772536,0.9718213364348216
1965,0.5,582.0,Matern,1.0,1.5,-,-,0.026549080986155,0.9817267428724188
1966,0.5,582.0,RQ,1.0,-,1.0,-,0.0438017065299713,0.9600622149545384
1967,0.5,582.0,ESS,1.0,-,-,1.0,0.9955102885550672,-15.868528747068144
1968,0.5,731.0,RBF,1.0,-,-,-,0.0328240725122442,0.9648687405889894
1969,0.5,731.0,Matern,1.0,1.5,-,-,0.026532014603847,0.979937986728018
1970,0.5,731.0,RQ,1.0,-,1.0,-,0.0399422179459846,0.9628787843274292
1971,0.5,731.0,ESS,1.0,-,-,1.0,0.9964784577607316,-16.817341048299067
1972,0.5,249.0,RBF,1.0,-,-,-,0.031165051315741,0.9720887959898464
1973,0.5,249.0,Matern,1.0,1.5,-,-,0.0255209369100582,0.9818967371486224
1974,0.5,249.0,RQ,1.0,-,1.0,-,0.0410946628176522,0.9610395428257856
1975,0.5,249.0,ESS,1.0,-,-,1.0,0.9953118713348792,-16.721251865737297
1976,0.5,791.0,RBF,1.0,-,-,-,0.0287345820200699,0.9744666141338998
1977,0.5,791.0,Matern,1.0,1.5,-,-,0.0253712820167869,0.9810756156463644
1978,0.5,791.0,RQ,1.0,-,1.0,-,0.0407364380750388,0.9612634640115756
1979,0.5,791.0,ESS,1.0,-,-,1.0,0.028734564338936,0.9744666471811192
1980,0.5,35.0,RBF,1.0,-,-,-,0.0317269972364161,0.9716004254816633
1981,0.5,35.0,Matern,1.0,1.5,-,-,0.0278360511215977,0.9797209419158328
1982,0.5,35.0,RQ,1.0,-,1.0,-,0.0453803045000756,0.9556071998242202
1983,0.5,35.0,ESS,1.0,-,-,1.0,0.9938992892693064,-15.911790863772277
1984,0.5,180.0,RBF,1.0,-,-,-,0.0315828450276617,0.9719162301259872
1985,0.5,180.0,Matern,1.0,1.5,-,-,0.0259980672856194,0.9822515344831048
1986,0.5,180.0,RQ,1.0,-,1.0,-,0.0412988683020513,0.9623244956684568
1987,0.5,180.0,ESS,1.0,-,-,1.0,0.0316998304027947,0.9715075998515732
1988,0.5,510.0,RBF,1.0,-,-,-,0.0343838341153854,0.9623271341676212
1989,0.5,510.0,Matern,1.0,1.5,-,-,0.0281859038702649,0.9784080396564618
1990,0.5,510.0,RQ,1.0,-,1.0,-,0.0463036299543677,0.9540799183536156
1991,0.5,510.0,ESS,1.0,-,-,1.0,1.0,-16.479285791584722
1992,0.5,593.0,RBF,1.0,-,-,-,0.0350127223374023,0.9588658835389904
1993,0.5,593.0,Matern,1.0,1.5,-,-,0.0257447410169744,0.9785978821335656
1994,0.5,593.0,RQ,1.0,-,1.0,-,0.0383904532677498,0.9620468642987948
1995,0.5,593.0,ESS,1.0,-,-,1.0,0.0350126720884984,0.9588660042516466
1996,0.5,634.0,RBF,1.0,-,-,-,0.0316262738354501,0.9702438347190484
1997,0.5,634.0,Matern,1.0,1.5,-,-,0.0259946630476933,0.981172429129208
1998,0.5,634.0,RQ,1.0,-,1.0,-,0.0373652346584361,0.965075370994124
1999,0.5,634.0,ESS,1.0,-,-,1.0,0.0316262696030678,0.970243843966692
2000,0.55,678.0,RBF,1.0,-,-,-,0.030045451942577,0.9719810677507328
2001,0.55,678.0,Matern,1.0,1.5,-,-,0.0279408784316771,0.9779051785589556
2002,0.55,678.0,RQ,1.0,-,1.0,-,0.0447615408605438,0.9528553159856918
2003,0.55,678.0,ESS,1.0,-,-,1.0,0.9988541002732738,-16.931187122143154
2004,0.55,147.0,RBF,1.0,-,-,-,0.0330796081866898,0.9695979521318836
2005,0.55,147.0,Matern,1.0,1.5,-,-,0.0271788374843188,0.9806355597919444
2006,0.55,147.0,RQ,1.0,-,1.0,-,0.0461909602877823,0.95599911121209
2007,0.55,147.0,ESS,1.0,-,-,1.0,0.0332562547170699,0.9687494145339636
2008,0.55,561.0,RBF,1.0,-,-,-,0.0338018039034539,0.9664836776969148
2009,0.55,561.0,Matern,1.0,1.5,-,-,0.0295888939168194,0.977952066611645
2010,0.55,561.0,RQ,1.0,-,1.0,-,0.0480401589222749,0.9522135965084408
2011,0.55,561.0,ESS,1.0,-,-,1.0,0.9955602733258336,-15.742710899396982
2012,0.55,237.0,RBF,1.0,-,-,-,0.0380691525357993,0.9542943459156542
2013,0.55,237.0,Matern,1.0,1.5,-,-,0.0282919458848224,0.9768804600469264
2014,0.55,237.0,RQ,1.0,-,1.0,-,0.0447329986021321,0.9553781981057726
2015,0.55,237.0,ESS,1.0,-,-,1.0,1.0,-16.686631277267836
2016,0.55,588.0,RBF,1.0,-,-,-,0.0323762936659723,0.9601182276403456
2017,0.55,588.0,Matern,1.0,1.5,-,-,0.0275435854464717,0.9760660221596216
2018,0.55,588.0,RQ,1.0,-,1.0,-,0.0417547541357802,0.9586511730197316
2019,0.55,588.0,ESS,1.0,-,-,1.0,0.0449289606815734,0.9281119848550076
2020,0.55,951.0,RBF,1.0,-,-,-,0.0323684603170298,0.9711317317571312
2021,0.55,951.0,Matern,1.0,1.5,-,-,0.0277022449833441,0.9807056646605136
2022,0.55,951.0,RQ,1.0,-,1.0,-,0.0443447623369526,0.9576968189729502
2023,0.55,951.0,ESS,1.0,-,-,1.0,0.0323684363494579,0.9711317795058536
2024,0.55,490.0,RBF,1.0,-,-,-,0.0329256275034933,0.9598026682063592
2025,0.55,490.0,Matern,1.0,1.5,-,-,0.0261800934346795,0.9801436006312714
2026,0.55,490.0,RQ,1.0,-,1.0,-,0.0419360435254087,0.9611466792306732
2027,0.55,490.0,ESS,1.0,-,-,1.0,0.9888812857366294,-16.542970442618024
2028,0.55,395.0,RBF,1.0,-,-,-,0.0338639513262712,0.960410821270903
2029,0.55,395.0,Matern,1.0,1.5,-,-,0.027081404231751,0.9793566509491756
2030,0.55,395.0,RQ,1.0,-,1.0,-,0.0422582340801642,0.9610242625245892
2031,0.55,395.0,ESS,1.0,-,-,1.0,0.0338639324918064,0.9604108746097636
2032,0.55,877.0,RBF,1.0,-,-,-,0.0324429401838966,0.9668376490708304
2033,0.55,877.0,Matern,1.0,1.5,-,-,0.0285701850831567,0.9779398969590752
2034,0.55,877.0,RQ,1.0,-,1.0,-,0.042182925913216,0.9588606667677732
2035,0.55,877.0,ESS,1.0,-,-,1.0,0.0336645623464367,0.9618803189934052
2036,0.55,297.0,RBF,1.0,-,-,-,0.032967222941033,0.971624576798218
2037,0.55,297.0,Matern,1.0,1.5,-,-,0.0267632521928686,0.9816017965371652
2038,0.55,297.0,RQ,1.0,-,1.0,-,0.0428762140804771,0.9594115592774232
2039,0.55,297.0,ESS,1.0,-,-,1.0,0.9859765553105712,-16.268137896570828
2040,0.55,721.0,RBF,1.0,-,-,-,0.031481638940802,0.9698178071069528
2041,0.55,721.0,Matern,1.0,1.5,-,-,0.0259755361773776,0.9811661424786948
2042,0.55,721.0,RQ,1.0,-,1.0,-,0.041018657416521,0.9604747603806448
2043,0.55,721.0,ESS,1.0,-,-,1.0,0.9888911797043312,-17.045230124669896
2044,0.55,711.0,RBF,1.0,-,-,-,0.0367279366527583,0.9478113501484102
2045,0.55,711.0,Matern,1.0,1.5,-,-,0.0305649190211584,0.9716154628409852
2046,0.55,711.0,RQ,1.0,-,1.0,-,0.0477512946443776,0.9455011542133208
2047,0.55,711.0,ESS,1.0,-,-,1.0,0.9956687806207912,-16.946372389154686
2048,0.55,985.0,RBF,1.0,-,-,-,0.031884075315005,0.9713999290476664
2049,0.55,985.0,Matern,1.0,1.5,-,-,0.0266166753780577,0.9813827852763444
2050,0.55,985.0,RQ,1.0,-,1.0,-,0.0422019521608005,0.9621526091063036
2051,0.55,985.0,ESS,1.0,-,-,1.0,0.0318837203662836,0.971400596626922
2052,0.55,171.0,RBF,1.0,-,-,-,1.0,-16.372249966293047
2053,0.55,171.0,Matern,1.0,1.5,-,-,0.0283635118731288,0.9798061407786288
2054,0.55,171.0,RQ,1.0,-,1.0,-,0.0463025182726258,0.954325399849128
2055,0.55,171.0,ESS,1.0,-,-,1.0,0.0308596798447423,0.9753089039270024
2056,0.55,75.0,RBF,1.0,-,-,-,0.0311047463615893,0.9728301121520082
2057,0.55,75.0,Matern,1.0,1.5,-,-,0.0271821914255951,0.9795179224865508
2058,0.55,75.0,RQ,1.0,-,1.0,-,0.0407510801636447,0.9608197577302314
2059,0.55,75.0,ESS,1.0,-,-,1.0,1.0,-16.95771111174454
2060,0.55,16.0,RBF,1.0,-,-,-,0.0338507236013861,0.9685726365158942
2061,0.55,16.0,Matern,1.0,1.5,-,-,0.0288836884021532,0.9795601074363218
2062,0.55,16.0,RQ,1.0,-,1.0,-,0.047966819621091,0.9535927315352744
2063,0.55,16.0,ESS,1.0,-,-,1.0,0.0337453620319631,0.973305654869686
2064,0.55,669.0,RBF,1.0,-,-,-,0.0348742533503448,0.957876671872104
2065,0.55,669.0,Matern,1.0,1.5,-,-,0.0300013544200591,0.9762662757063508
2066,0.55,669.0,RQ,1.0,-,1.0,-,0.0469444563326452,0.95146341101062
2067,0.55,669.0,ESS,1.0,-,-,1.0,0.0348199149340555,0.9555493071733072
2068,0.55,530.0,RBF,1.0,-,-,-,0.0320668329918928,0.967725165463327
2069,0.55,530.0,Matern,1.0,1.5,-,-,0.0279289535115754,0.9786536504616322
2070,0.55,530.0,RQ,1.0,-,1.0,-,0.0421405903584646,0.9594720729080812
2071,0.55,530.0,ESS,1.0,-,-,1.0,0.0289974397758895,0.973502080881738
2072,0.55,999.0,RBF,1.0,-,-,-,0.0340551688185465,0.9594886132728262
2073,0.55,999.0,Matern,1.0,1.5,-,-,0.0291603678986191,0.9760107763408032
2074,0.55,999.0,RQ,1.0,-,1.0,-,0.0468061139838146,0.9515366864041848
2075,0.55,999.0,ESS,1.0,-,-,1.0,0.0334826972938293,0.9598477072907756
2076,0.55,794.0,RBF,1.0,-,-,-,1.0,-15.969026233108622
2077,0.55,794.0,Matern,1.0,1.5,-,-,0.0276910472578719,0.9816296099607156
2078,0.55,794.0,RQ,1.0,-,1.0,-,0.0464680234043226,0.958787697107753
2079,0.55,794.0,ESS,1.0,-,-,1.0,1.0,-15.969026233108622
2080,0.55,936.0,RBF,1.0,-,-,-,0.0324989028502013,0.9644079456340676
2081,0.55,936.0,Matern,1.0,1.5,-,-,0.027507193258762,0.9781291875069816
2082,0.55,936.0,RQ,1.0,-,1.0,-,0.0428750736217408,0.958883332855538
2083,0.55,936.0,ESS,1.0,-,-,1.0,0.0318026641204019,0.96676490977236
2084,0.55,111.0,RBF,1.0,-,-,-,0.0309232446019222,0.9704734890329948
2085,0.55,111.0,Matern,1.0,1.5,-,-,0.0275450668751056,0.9776758824880156
2086,0.55,111.0,RQ,1.0,-,1.0,-,0.0413824464381464,0.9577466459712268
2087,0.55,111.0,ESS,1.0,-,-,1.0,0.9958258925572914,-17.209122637060158
2088,0.55,816.0,RBF,1.0,-,-,-,0.0347547426101234,0.967296512490028
2089,0.55,816.0,Matern,1.0,1.5,-,-,0.0285204172596234,0.9797501071117184
2090,0.55,816.0,RQ,1.0,-,1.0,-,0.0476476001022359,0.9520235076506072
2091,0.55,816.0,ESS,1.0,-,-,1.0,0.9870900634912904,-15.893937699796028
2092,0.55,968.0,RBF,1.0,-,-,-,0.034228984007133,0.963146561432322
2093,0.55,968.0,Matern,1.0,1.5,-,-,0.0293954746415871,0.9764591414338613
2094,0.55,968.0,RQ,1.0,-,1.0,-,0.0445811900332145,0.953119508583378
2095,0.55,968.0,ESS,1.0,-,-,1.0,0.0342289831847657,0.9631465640026105
2096,0.55,48.0,RBF,1.0,-,-,-,0.0311105562544346,0.97053425210322
2097,0.55,48.0,Matern,1.0,1.5,-,-,0.0272610023380834,0.9791890558544628
2098,0.55,48.0,RQ,1.0,-,1.0,-,0.0427841068569156,0.9579185297208244
2099,0.55,48.0,ESS,1.0,-,-,1.0,0.031110556096455,0.9705342524062036
2100,0.55,986.0,RBF,1.0,-,-,-,1.0,-16.270918253745066
2101,0.55,986.0,Matern,1.0,1.5,-,-,0.0292160621031112,0.977250220349277
2102,0.55,986.0,RQ,1.0,-,1.0,-,0.0496040010718326,0.9486390252991852
2103,0.55,986.0,ESS,1.0,-,-,1.0,0.0328911254721273,0.9663128221086188
2104,0.55,829.0,RBF,1.0,-,-,-,0.030636656314168,0.9720181999649125
2105,0.55,829.0,Matern,1.0,1.5,-,-,0.0292312871263785,0.9782542828867804
2106,0.55,829.0,RQ,1.0,-,1.0,-,0.0487772996925545,0.950306063363989
2107,0.55,829.0,ESS,1.0,-,-,1.0,0.03063661619675,0.972018289434873
2108,0.55,996.0,RBF,1.0,-,-,-,0.0356952435537741,0.965684994636081
2109,0.55,996.0,Matern,1.0,1.5,-,-,0.0270972311438668,0.98069309744147
2110,0.55,996.0,RQ,1.0,-,1.0,-,0.0420192695205732,0.9613855224380232
2111,0.55,996.0,ESS,1.0,-,-,1.0,0.9952998590623818,-16.418989012857512
2112,0.55,272.0,RBF,1.0,-,-,-,0.0356867919376194,0.9606783188126308
2113,0.55,272.0,Matern,1.0,1.5,-,-,0.031932955208904,0.97223428060159
2114,0.55,272.0,RQ,1.0,-,1.0,-,0.0476882654833736,0.9452436741450888
2115,0.55,272.0,ESS,1.0,-,-,1.0,0.9831238003095544,-16.12259469835052
2116,0.55,759.0,RBF,1.0,-,-,-,1.0,-17.09874551357808
2117,0.55,759.0,Matern,1.0,1.5,-,-,0.0277189366785584,0.977199264273296
2118,0.55,759.0,RQ,1.0,-,1.0,-,0.0441619792202168,0.9546546207118574
2119,0.55,759.0,ESS,1.0,-,-,1.0,0.9941955107971217,-16.958298087571908
2120,0.55,390.0,RBF,1.0,-,-,-,0.0333743658279523,0.960166726712164
2121,0.55,390.0,Matern,1.0,1.5,-,-,0.0283097693877369,0.9794574805616568
2122,0.55,390.0,RQ,1.0,-,1.0,-,0.0486202375157835,0.9523252330126688
2123,0.55,390.0,ESS,1.0,-,-,1.0,0.9905737528810594,-15.675825995021668
2124,0.55,930.0,RBF,1.0,-,-,-,0.0301479852487348,0.9711672564936424
2125,0.55,930.0,Matern,1.0,1.5,-,-,0.0257595830945448,0.980509741284412
2126,0.55,930.0,RQ,1.0,-,1.0,-,0.0401229114805746,0.9604578953090648
2127,0.55,930.0,ESS,1.0,-,-,1.0,0.9746999038613936,-16.94919535063187
2128,0.55,633.0,RBF,1.0,-,-,-,1.0,-16.3366817491466
2129,0.55,633.0,Matern,1.0,1.5,-,-,0.0264559460108611,0.9815481899365732
2130,0.55,633.0,RQ,1.0,-,1.0,-,0.0437734437945197,0.9585797501699164
2131,0.55,633.0,ESS,1.0,-,-,1.0,0.9823207776576972,-15.953974957223206
2132,0.55,928.0,RBF,1.0,-,-,-,0.0319248186325359,0.9657741906139858
2133,0.55,928.0,Matern,1.0,1.5,-,-,0.0268611933570215,0.9796541882261216
2134,0.55,928.0,RQ,1.0,-,1.0,-,0.0439579014219701,0.956166400439708
2135,0.55,928.0,ESS,1.0,-,-,1.0,0.9960732637250972,-17.088779153000726
2136,0.55,854.0,RBF,1.0,-,-,-,0.0327046169790962,0.968061403429326
2137,0.55,854.0,Matern,1.0,1.5,-,-,0.0271980545078061,0.9806136596735248
2138,0.55,854.0,RQ,1.0,-,1.0,-,0.0438735400650476,0.9566876151842932
2139,0.55,854.0,ESS,1.0,-,-,1.0,0.0327045544567544,0.9680615421179124
2140,0.55,554.0,RBF,1.0,-,-,-,0.0341631695880228,0.9561647922220512
2141,0.55,554.0,Matern,1.0,1.5,-,-,0.0281453241675451,0.9773889453855572
2142,0.55,554.0,RQ,1.0,-,1.0,-,0.046355067666753,0.9551428725499124
2143,0.55,554.0,ESS,1.0,-,-,1.0,0.0341631619187097,0.9561648168969424
2144,0.55,562.0,RBF,1.0,-,-,-,1.0,-17.06118277799665
2145,0.55,562.0,Matern,1.0,1.5,-,-,0.0263461384843326,0.981536851792127
2146,0.55,562.0,RQ,1.0,-,1.0,-,0.0420252929520527,0.9607313804291387
2147,0.55,562.0,ESS,1.0,-,-,1.0,0.0276374447298007,0.9773074607769612
2148,0.55,78.0,RBF,1.0,-,-,-,1.0,-16.303297951844993
2149,0.55,78.0,Matern,1.0,1.5,-,-,0.0259098526692752,0.9835192861819916
2150,0.55,78.0,RQ,1.0,-,1.0,-,0.0448748274574023,0.9583737208935572
2151,0.55,78.0,ESS,1.0,-,-,1.0,0.9921766204933368,-16.110104719816334
2152,0.55,222.0,RBF,1.0,-,-,-,1.0,-16.65292534326314
2153,0.55,222.0,Matern,1.0,1.5,-,-,0.0292829137573572,0.9727311592568916
2154,0.55,222.0,RQ,1.0,-,1.0,-,0.0452612717149906,0.953158023526268
2155,0.55,222.0,ESS,1.0,-,-,1.0,0.0370443058834706,0.9507197022859368
2156,0.55,294.0,RBF,1.0,-,-,-,0.0347949128396037,0.9644565515671232
2157,0.55,294.0,Matern,1.0,1.5,-,-,0.0278099345307502,0.98061060204649
2158,0.55,294.0,RQ,1.0,-,1.0,-,0.0438635306974431,0.9589432974032888
2159,0.55,294.0,ESS,1.0,-,-,1.0,0.0344521103153112,0.9657253691106744
2160,0.55,725.0,RBF,1.0,-,-,-,0.0320211632698145,0.9683095508042536
2161,0.55,725.0,Matern,1.0,1.5,-,-,0.029623531187973,0.9760572713739216
2162,0.55,725.0,RQ,1.0,-,1.0,-,0.0497003304439565,0.94540552371004
2163,0.55,725.0,ESS,1.0,-,-,1.0,0.9957569100686292,-16.345641937958533
2164,0.55,582.0,RBF,1.0,-,-,-,0.0315318226723648,0.9673430764770156
2165,0.55,582.0,Matern,1.0,1.5,-,-,0.0280482986403656,0.9786611327675784
2166,0.55,582.0,RQ,1.0,-,1.0,-,0.0467062575411695,0.9548348999031444
2167,0.55,582.0,ESS,1.0,-,-,1.0,0.9959456294259792,-16.075498510855546
2168,0.55,731.0,RBF,1.0,-,-,-,0.0319322750294982,0.9677554223471888
2169,0.55,731.0,Matern,1.0,1.5,-,-,0.0278209588747765,0.9786271232638846
2170,0.55,731.0,RQ,1.0,-,1.0,-,0.0445441957930561,0.9554631965636958
2171,0.55,731.0,ESS,1.0,-,-,1.0,0.9975997633138708,-16.847584259416124
2172,0.55,249.0,RBF,1.0,-,-,-,0.0325333127696295,0.9691160553774482
2173,0.55,249.0,Matern,1.0,1.5,-,-,0.0280906675422932,0.9791957357594716
2174,0.55,249.0,RQ,1.0,-,1.0,-,0.0458289742229731,0.9545595366639886
2175,0.55,249.0,ESS,1.0,-,-,1.0,0.9965682416346612,-16.526270377874337
2176,0.55,791.0,RBF,1.0,-,-,-,0.0299819266508424,0.9720081609394696
2177,0.55,791.0,Matern,1.0,1.5,-,-,0.0267323492600279,0.9797187377645722
2178,0.55,791.0,RQ,1.0,-,1.0,-,0.0424692957947531,0.9581591255361412
2179,0.55,791.0,ESS,1.0,-,-,1.0,0.0299819081222968,0.972008197437198
2180,0.55,35.0,RBF,1.0,-,-,-,0.0310441674338273,0.9717002721225866
2181,0.55,35.0,Matern,1.0,1.5,-,-,0.0288826758852233,0.9779537800690554
2182,0.55,35.0,RQ,1.0,-,1.0,-,0.0479152354491159,0.949980795780238
2183,0.55,35.0,ESS,1.0,-,-,1.0,0.9952885538620068,-16.277003333850022
2184,0.55,180.0,RBF,1.0,-,-,-,0.0321841850471391,0.970304881656744
2185,0.55,180.0,Matern,1.0,1.5,-,-,0.0277232054619476,0.9798500900908412
2186,0.55,180.0,RQ,1.0,-,1.0,-,0.045378919655359,0.9541997373126938
2187,0.55,180.0,ESS,1.0,-,-,1.0,0.0321830870205948,0.9703072113220744
2188,0.55,510.0,RBF,1.0,-,-,-,0.035752755881509,0.9609974335925696
2189,0.55,510.0,Matern,1.0,1.5,-,-,0.0298204009869905,0.9754865402875768
2190,0.55,510.0,RQ,1.0,-,1.0,-,0.0482775466419611,0.9489000987646478
2191,0.55,510.0,ESS,1.0,-,-,1.0,1.0,-16.628727716200512
2192,0.55,593.0,RBF,1.0,-,-,-,0.0346896655415776,0.9590575410569666
2193,0.55,593.0,Matern,1.0,1.5,-,-,0.0276059904514366,0.9764686534246118
2194,0.55,593.0,RQ,1.0,-,1.0,-,0.0409693145802744,0.9584439795936536
2195,0.55,593.0,ESS,1.0,-,-,1.0,0.034689620770549,0.9590576670476058
2196,0.55,634.0,RBF,1.0,-,-,-,0.0326110305382942,0.9665262516164542
2197,0.55,634.0,Matern,1.0,1.5,-,-,0.0275050490874071,0.97927583065641
2198,0.55,634.0,RQ,1.0,-,1.0,-,0.0388125365667896,0.962719896332646
2199,0.55,634.0,ESS,1.0,-,-,1.0,0.0326110255779079,0.96652626553638
2200,0.6,678.0,RBF,1.0,-,-,-,0.0321713161493141,0.969093345703981
2201,0.6,678.0,Matern,1.0,1.5,-,-,0.0304596132730282,0.9745471767164886
2202,0.6,678.0,RQ,1.0,-,1.0,-,0.0486480617711153,0.9441756726822792
2203,0.6,678.0,ESS,1.0,-,-,1.0,0.998949226044567,-17.152644883439535
2204,0.6,147.0,RBF,1.0,-,-,-,0.0343808203889733,0.9674824558781268
2205,0.6,147.0,Matern,1.0,1.5,-,-,0.0291890269823147,0.97824260006344
2206,0.6,147.0,RQ,1.0,-,1.0,-,0.0500695041595887,0.9495028661113464
2207,0.6,147.0,ESS,1.0,-,-,1.0,0.0345221162271167,0.9667308575174952
2208,0.6,561.0,RBF,1.0,-,-,-,0.0376597460659193,0.9575930869009772
2209,0.6,561.0,Matern,1.0,1.5,-,-,0.0317955456302788,0.9739307127046808
2210,0.6,561.0,RQ,1.0,-,1.0,-,0.0519047358798182,0.9445975291955074
2211,0.6,561.0,ESS,1.0,-,-,1.0,1.0045861136040504,-37.42905266609883
2212,0.6,237.0,RBF,1.0,-,-,-,0.0382843205217484,0.9504992427937596
2213,0.6,237.0,Matern,1.0,1.5,-,-,0.0304053277053196,0.97332222986408
2214,0.6,237.0,RQ,1.0,-,1.0,-,0.0487901315538971,0.9479424346735146
2215,0.6,237.0,ESS,1.0,-,-,1.0,1.0,-16.646776781911196
2216,0.6,588.0,RBF,1.0,-,-,-,0.0348356944010713,0.951744277273415
2217,0.6,588.0,Matern,1.0,1.5,-,-,0.0309812817680234,0.9712314771212792
2218,0.6,588.0,RQ,1.0,-,1.0,-,0.0477719649200289,0.9473662761162585
2219,0.6,588.0,ESS,1.0,-,-,1.0,0.0468001048608686,0.9240755288678232
2220,0.6,951.0,RBF,1.0,-,-,-,0.0332778700122516,0.969932486554152
2221,0.6,951.0,Matern,1.0,1.5,-,-,0.03011970117854,0.9772013627162948
2222,0.6,951.0,RQ,1.0,-,1.0,-,0.0490318253906718,0.9493204006069902
2223,0.6,951.0,ESS,1.0,-,-,1.0,0.0332778496331462,0.9699325323790072
2224,0.6,490.0,RBF,1.0,-,-,-,0.0345800508617629,0.9589820660584408
2225,0.6,490.0,Matern,1.0,1.5,-,-,0.0289836669606367,0.9768660759672664
2226,0.6,490.0,RQ,1.0,-,1.0,-,0.0460897323396743,0.9535610570218744
2227,0.6,490.0,ESS,1.0,-,-,1.0,0.9879420495711222,-16.57014012123189
2228,0.6,395.0,RBF,1.0,-,-,-,0.0343339016813055,0.9579786504992502
2229,0.6,395.0,Matern,1.0,1.5,-,-,0.0296631135542182,0.97606078644039
