,ratio,rndint,kernel,length_scale,nu,alpha,periodicity,mape,r2
2230,0.6,395.0,RQ,1.0,-,1.0,-,0.0463078723014571,0.9532587580601724
2231,0.6,395.0,ESS,1.0,-,-,1.0,0.0343338832529255,0.9579787074665912
2232,0.6,877.0,RBF,1.0,-,-,-,0.0339474847839352,0.965884744468956
2233,0.6,877.0,Matern,1.0,1.5,-,-,0.0314336531440039,0.9750203635026728
2234,0.6,877.0,RQ,1.0,-,1.0,-,0.0493025235402882,0.9475592835613252
2235,0.6,877.0,ESS,1.0,-,-,1.0,0.0345140660358341,0.9638030177964672
2236,0.6,297.0,RBF,1.0,-,-,-,0.0330418330314641,0.9727509210574664
2237,0.6,297.0,Matern,1.0,1.5,-,-,0.0279304815861567,0.9803733109409664
2238,0.6,297.0,RQ,1.0,-,1.0,-,0.0478352798038934,0.9519340585741316
2239,0.6,297.0,ESS,1.0,-,-,1.0,0.9875841091344923,-16.335421400936124
2240,0.6,721.0,RBF,1.0,-,-,-,0.0307351056978288,0.9713874861575598
2241,0.6,721.0,Matern,1.0,1.5,-,-,0.0268677752698936,0.9796597109231217
2242,0.6,721.0,RQ,1.0,-,1.0,-,0.0432616977065876,0.9561684513025808
2243,0.6,721.0,ESS,1.0,-,-,1.0,0.988587056798162,-17.20197745487873
2244,0.6,711.0,RBF,1.0,-,-,-,0.0395434092611897,0.9432251725598568
2245,0.6,711.0,Matern,1.0,1.5,-,-,0.0332466550476944,0.9680436586541404
2246,0.6,711.0,RQ,1.0,-,1.0,-,0.0518023729677513,0.9391376693602752
2247,0.6,711.0,ESS,1.0,-,-,1.0,0.9961751114141926,-16.8589841450151
2248,0.6,985.0,RBF,1.0,-,-,-,0.0341322899729731,0.96533138351036
2249,0.6,985.0,Matern,1.0,1.5,-,-,0.0289502683436194,0.9773130986917852
2250,0.6,985.0,RQ,1.0,-,1.0,-,0.0459262067720606,0.9547986065139508
2251,0.6,985.0,ESS,1.0,-,-,1.0,0.0341319838495975,0.9653321107409106
2252,0.6,171.0,RBF,1.0,-,-,-,1.0,-16.56845509774151
2253,0.6,171.0,Matern,1.0,1.5,-,-,0.0324920540871645,0.9706297074498746
2254,0.6,171.0,RQ,1.0,-,1.0,-,0.0511727280878526,0.942180847655024
2255,0.6,171.0,ESS,1.0,-,-,1.0,0.0342447900378048,0.9620704211589844
2256,0.6,75.0,RBF,1.0,-,-,-,0.0327245643885258,0.96559545484214
2257,0.6,75.0,Matern,1.0,1.5,-,-,0.0301903802390445,0.9744840712809304
2258,0.6,75.0,RQ,1.0,-,1.0,-,0.0468501222660893,0.9499192101355952
2259,0.6,75.0,ESS,1.0,-,-,1.0,1.0,-16.909914848478472
2260,0.6,16.0,RBF,1.0,-,-,-,0.0340203845829556,0.9684492974595912
2261,0.6,16.0,Matern,1.0,1.5,-,-,0.030123023368109,0.9777990976765872
2262,0.6,16.0,RQ,1.0,-,1.0,-,0.0513401368358625,0.9467678214712716
2263,0.6,16.0,ESS,1.0,-,-,1.0,0.0332015658988959,0.9734374384094155
2264,0.6,669.0,RBF,1.0,-,-,-,0.0365825974884069,0.9570182852621748
2265,0.6,669.0,Matern,1.0,1.5,-,-,0.0324075314230495,0.9733328407550595
2266,0.6,669.0,RQ,1.0,-,1.0,-,0.0518779639310267,0.9418450439072868
2267,0.6,669.0,ESS,1.0,-,-,1.0,0.0355216245726947,0.9573741557021588
2268,0.6,530.0,RBF,1.0,-,-,-,0.0344386002791128,0.963198998583199
2269,0.6,530.0,Matern,1.0,1.5,-,-,0.0308630997144767,0.974126471893718
2270,0.6,530.0,RQ,1.0,-,1.0,-,0.0471658765630965,0.9513556979124598
2271,0.6,530.0,ESS,1.0,-,-,1.0,0.031082250218604,0.9708786178869466
2272,0.6,999.0,RBF,1.0,-,-,-,0.0338024305683059,0.9581216856194628
2273,0.6,999.0,Matern,1.0,1.5,-,-,0.0306139591241027,0.9729089058845636
2274,0.6,999.0,RQ,1.0,-,1.0,-,0.0511784896995126,0.9416790981622404
2275,0.6,999.0,ESS,1.0,-,-,1.0,0.0345385682378101,0.9546597176470084
2276,0.6,794.0,RBF,1.0,-,-,-,1.0,-16.328576398893336
2277,0.6,794.0,Matern,1.0,1.5,-,-,0.0297752779198415,0.9781439727054344
2278,0.6,794.0,RQ,1.0,-,1.0,-,0.0495314291102615,0.9526637259230916
2279,0.6,794.0,ESS,1.0,-,-,1.0,1.0,-16.328576398893336
2280,0.6,936.0,RBF,1.0,-,-,-,0.0339317774428022,0.9617098103607252
2281,0.6,936.0,Matern,1.0,1.5,-,-,0.0285234335581685,0.9759830065328492
2282,0.6,936.0,RQ,1.0,-,1.0,-,0.0445481951926484,0.9549758907223608
2283,0.6,936.0,ESS,1.0,-,-,1.0,0.034769490214884,0.958076668370607
2284,0.6,111.0,RBF,1.0,-,-,-,0.0328980423270462,0.9660607490039697
2285,0.6,111.0,Matern,1.0,1.5,-,-,0.0299350784345344,0.9740901645916944
2286,0.6,111.0,RQ,1.0,-,1.0,-,0.0452442343476402,0.9502774282021992
2287,0.6,111.0,ESS,1.0,-,-,1.0,0.995410858572962,-17.136757656552646
2288,0.6,816.0,RBF,1.0,-,-,-,0.0352821367042157,0.9644337275167786
2289,0.6,816.0,Matern,1.0,1.5,-,-,0.0300429211399633,0.9773948450948724
2290,0.6,816.0,RQ,1.0,-,1.0,-,0.0515274167665161,0.9454878071085064
2291,0.6,816.0,ESS,1.0,-,-,1.0,0.9882908385148542,-16.044429959898537
2292,0.6,968.0,RBF,1.0,-,-,-,0.0351809373224376,0.9615084781545136
2293,0.6,968.0,Matern,1.0,1.5,-,-,0.0311247563469446,0.974547189687663
2294,0.6,968.0,RQ,1.0,-,1.0,-,0.0479186682856602,0.9471752548357676
2295,0.6,968.0,ESS,1.0,-,-,1.0,0.03518093876121,0.9615084719436784
2296,0.6,48.0,RBF,1.0,-,-,-,0.0332029094528479,0.9686369782660048
2297,0.6,48.0,Matern,1.0,1.5,-,-,0.0293799399974891,0.9767121992866128
2298,0.6,48.0,RQ,1.0,-,1.0,-,0.0464872401228422,0.9522262996482036
2299,0.6,48.0,ESS,1.0,-,-,1.0,0.0332029096249065,0.968636977340262
2300,0.6,986.0,RBF,1.0,-,-,-,1.0,-16.482651449306637
2301,0.6,986.0,Matern,1.0,1.5,-,-,0.0303769852361696,0.9755575593236177
2302,0.6,986.0,RQ,1.0,-,1.0,-,0.0515810020100676,0.9449300670518398
2303,0.6,986.0,ESS,1.0,-,-,1.0,0.0336952308978157,0.965717163535113
2304,0.6,829.0,RBF,1.0,-,-,-,0.0339931632651453,0.9668740019378942
2305,0.6,829.0,Matern,1.0,1.5,-,-,0.0310771314623093,0.9761190969985312
2306,0.6,829.0,RQ,1.0,-,1.0,-,0.0514054635805431,0.9442543109817
2307,0.6,829.0,ESS,1.0,-,-,1.0,0.0339931166037692,0.9668741205029244
2308,0.6,996.0,RBF,1.0,-,-,-,0.0363299976939275,0.9617382460164356
2309,0.6,996.0,Matern,1.0,1.5,-,-,0.0287619110246182,0.9783231735197238
2310,0.6,996.0,RQ,1.0,-,1.0,-,0.0453755727762206,0.9561483653167622
2311,0.6,996.0,ESS,1.0,-,-,1.0,0.996470035245397,-16.54432826114063
2312,0.6,272.0,RBF,1.0,-,-,-,0.0351941536502104,0.9626821737029816
2313,0.6,272.0,Matern,1.0,1.5,-,-,0.0335496326515204,0.969556896833546
2314,0.6,272.0,RQ,1.0,-,1.0,-,0.0515823333846516,0.9379621703436304
2315,0.6,272.0,ESS,1.0,-,-,1.0,0.9862092376930588,-16.231872514520546
2316,0.6,759.0,RBF,1.0,-,-,-,1.0,-16.99681354860684
2317,0.6,759.0,Matern,1.0,1.5,-,-,0.0299835402609721,0.9749050209296604
2318,0.6,759.0,RQ,1.0,-,1.0,-,0.0493461937842882,0.9460319860157748
2319,0.6,759.0,ESS,1.0,-,-,1.0,0.9946773158437686,-16.868837468679523
2320,0.6,390.0,RBF,1.0,-,-,-,0.0368920718159039,0.9572987361769848
2321,0.6,390.0,Matern,1.0,1.5,-,-,0.0309034508287834,0.9765607798491062
2322,0.6,390.0,RQ,1.0,-,1.0,-,0.0529016885316754,0.9459214340216962
2323,0.6,390.0,ESS,1.0,-,-,1.0,1.0,-15.750914101821229
2324,0.6,930.0,RBF,1.0,-,-,-,0.0323950406121692,0.962954376186551
2325,0.6,930.0,Matern,1.0,1.5,-,-,0.0280345801142357,0.9759002305371935
2326,0.6,930.0,RQ,1.0,-,1.0,-,0.0433695269890067,0.9541436531892864
2327,0.6,930.0,ESS,1.0,-,-,1.0,0.9776766526341768,-16.916729961334934
2328,0.6,633.0,RBF,1.0,-,-,-,1.0,-16.357034457464998
2329,0.6,633.0,Matern,1.0,1.5,-,-,0.0290144800495344,0.9786631236065064
2330,0.6,633.0,RQ,1.0,-,1.0,-,0.0490620219995112,0.9498455622811725
2331,0.6,633.0,ESS,1.0,-,-,1.0,0.984232368485953,-16.011453112353262
2332,0.6,928.0,RBF,1.0,-,-,-,0.0347782672592822,0.9600869772390784
2333,0.6,928.0,Matern,1.0,1.5,-,-,0.0297106113781158,0.9753617734457728
2334,0.6,928.0,RQ,1.0,-,1.0,-,0.0497148464398926,0.944321155266172
2335,0.6,928.0,ESS,1.0,-,-,1.0,0.9930533086053888,-16.858020431126825
2336,0.6,854.0,RBF,1.0,-,-,-,0.0339491786386262,0.9657453481681898
2337,0.6,854.0,Matern,1.0,1.5,-,-,0.0293096592722037,0.9775636716493814
2338,0.6,854.0,RQ,1.0,-,1.0,-,0.0489374672583464,0.9479281307454106
2339,0.6,854.0,ESS,1.0,-,-,1.0,0.0339491121415141,0.9657454926513458
2340,0.6,554.0,RBF,1.0,-,-,-,0.0341140491465461,0.9584201106756318
2341,0.6,554.0,Matern,1.0,1.5,-,-,0.0309722759160016,0.9736986151662936
2342,0.6,554.0,RQ,1.0,-,1.0,-,0.0509523658281907,0.9454102217603242
2343,0.6,554.0,ESS,1.0,-,-,1.0,0.0341140424188313,0.95842013136785
2344,0.6,562.0,RBF,1.0,-,-,-,1.0,-16.9018796930633
2345,0.6,562.0,Matern,1.0,1.5,-,-,0.0303873500310017,0.9752541399581484
2346,0.6,562.0,RQ,1.0,-,1.0,-,0.0495383964374455,0.9463472804908676
2347,0.6,562.0,ESS,1.0,-,-,1.0,0.0316746191483045,0.9700467616265596
2348,0.6,78.0,RBF,1.0,-,-,-,0.033245597534203,0.9680754230365616
2349,0.6,78.0,Matern,1.0,1.5,-,-,0.0286085636698647,0.9794323500312268
2350,0.6,78.0,RQ,1.0,-,1.0,-,0.0501664120861975,0.949841977044674
2351,0.6,78.0,ESS,1.0,-,-,1.0,0.9930960105680988,-15.952452017274702
2352,0.6,222.0,RBF,1.0,-,-,-,1.0,-16.554157944297582
2353,0.6,222.0,Matern,1.0,1.5,-,-,0.0307987163204319,0.97190446953541
2354,0.6,222.0,RQ,1.0,-,1.0,-,0.0484346971344616,0.9493990218471804
2355,0.6,222.0,ESS,1.0,-,-,1.0,0.0380176827615651,0.9489675824388156
2356,0.6,294.0,RBF,1.0,-,-,-,0.0365130350966528,0.9587277679113022
2357,0.6,294.0,Matern,1.0,1.5,-,-,0.0302034951182181,0.9766955253973548
2358,0.6,294.0,RQ,1.0,-,1.0,-,0.0472854269487215,0.9514172072847282
2359,0.6,294.0,ESS,1.0,-,-,1.0,0.0367264267653614,0.9578039716263368
2360,0.6,725.0,RBF,1.0,-,-,-,0.0345492185310182,0.962805450369114
2361,0.6,725.0,Matern,1.0,1.5,-,-,0.0308868600176031,0.9745910662850245
2362,0.6,725.0,RQ,1.0,-,1.0,-,0.0523168806585402,0.9409624366059486
2363,0.6,725.0,ESS,1.0,-,-,1.0,0.9968303495441184,-16.432824330173048
2364,0.6,582.0,RBF,1.0,-,-,-,0.0326449070900076,0.9678638336209072
2365,0.6,582.0,Matern,1.0,1.5,-,-,0.0300403476803354,0.9764641237389092
2366,0.6,582.0,RQ,1.0,-,1.0,-,0.0526620008493911,0.9451940300719814
2367,0.6,582.0,ESS,1.0,-,-,1.0,0.997823349392201,-15.963363616320262
2368,0.6,731.0,RBF,1.0,-,-,-,0.0331147682407103,0.9661864677019836
2369,0.6,731.0,Matern,1.0,1.5,-,-,0.0298109300501108,0.9760941328209748
2370,0.6,731.0,RQ,1.0,-,1.0,-,0.0486378991201196,0.9496500683077967
2371,0.6,731.0,ESS,1.0,-,-,1.0,0.9978176252006368,-16.655239276672404
2372,0.6,249.0,RBF,1.0,-,-,-,0.0345366368309174,0.9603739264620176
2373,0.6,249.0,Matern,1.0,1.5,-,-,0.0304906307893258,0.9746126876567808
2374,0.6,249.0,RQ,1.0,-,1.0,-,0.0498785406755962,0.9464631172531016
2375,0.6,249.0,ESS,1.0,-,-,1.0,0.9972468234398444,-16.721859393920422
2376,0.6,791.0,RBF,1.0,-,-,-,0.0317917852622992,0.968781356322541
2377,0.6,791.0,Matern,1.0,1.5,-,-,0.0285774589572904,0.9773605643480452
2378,0.6,791.0,RQ,1.0,-,1.0,-,0.0450206529790136,0.9541384043267688
2379,0.6,791.0,ESS,1.0,-,-,1.0,0.0317917664844895,0.9687813973896334
2380,0.6,35.0,RBF,1.0,-,-,-,0.0336264155586644,0.9636007085891098
2381,0.6,35.0,Matern,1.0,1.5,-,-,0.0327781438785089,0.9722553402494662
2382,0.6,35.0,RQ,1.0,-,1.0,-,0.0522723899275197,0.9409831342583956
2383,0.6,35.0,ESS,1.0,-,-,1.0,0.988788039767046,-16.25373607224261
2384,0.6,180.0,RBF,1.0,-,-,-,0.0327708634506097,0.9648729680481284
2385,0.6,180.0,Matern,1.0,1.5,-,-,0.0309572838921486,0.9741857890052592
2386,0.6,180.0,RQ,1.0,-,1.0,-,0.0499470910825577,0.9445250607011442
2387,0.6,180.0,ESS,1.0,-,-,1.0,0.0327697292432946,0.9648756629177891
2388,0.6,510.0,RBF,1.0,-,-,-,0.0355260142163458,0.9630041445252796
2389,0.6,510.0,Matern,1.0,1.5,-,-,0.0311289453023998,0.9739933646420248
2390,0.6,510.0,RQ,1.0,-,1.0,-,0.0512464523606009,0.9427138366239252
2391,0.6,510.0,ESS,1.0,-,-,1.0,1.0,-16.858378985792292
2392,0.6,593.0,RBF,1.0,-,-,-,0.0344229159751609,0.9605740338862409
2393,0.6,593.0,Matern,1.0,1.5,-,-,0.0302073550531586,0.974180116164016
2394,0.6,593.0,RQ,1.0,-,1.0,-,0.0461404104552429,0.9503486240779244
2395,0.6,593.0,ESS,1.0,-,-,1.0,0.0344228695114895,0.96057415462694
2396,0.6,634.0,RBF,1.0,-,-,-,0.0326737344590608,0.9645902389269568
2397,0.6,634.0,Matern,1.0,1.5,-,-,0.0289075938636038,0.9765663976682272
2398,0.6,634.0,RQ,1.0,-,1.0,-,0.0433639586142817,0.955381952797935
2399,0.6,634.0,ESS,1.0,-,-,1.0,0.0326737304518025,0.9645902499108546
2400,0.65,678.0,RBF,1.0,-,-,-,0.0363683576240175,0.9564145220878828
2401,0.65,678.0,Matern,1.0,1.5,-,-,0.0359729941140705,0.9626379744151028
2402,0.65,678.0,RQ,1.0,-,1.0,-,0.0548698717908865,0.9303822732378472
2403,0.65,678.0,ESS,1.0,-,-,1.0,0.998997837626872,-16.89596176871032
2404,0.65,147.0,RBF,1.0,-,-,-,0.0352113557920151,0.9633896435447412
2405,0.65,147.0,Matern,1.0,1.5,-,-,0.0316372503855126,0.9733842920694626
2406,0.65,147.0,RQ,1.0,-,1.0,-,0.0544857817074424,0.9393340173856034
2407,0.65,147.0,ESS,1.0,-,-,1.0,0.0341827847908975,0.9671091074269204
2408,0.65,561.0,RBF,1.0,-,-,-,0.0386301269493069,0.9552103887752856
2409,0.65,561.0,Matern,1.0,1.5,-,-,0.034099875998394,0.9710973523064036
2410,0.65,561.0,RQ,1.0,-,1.0,-,0.0569720775986834,0.9339149287443445
2411,0.65,561.0,ESS,1.0,-,-,1.0,0.9777863118730132,-15.760660443775436
2412,0.65,237.0,RBF,1.0,-,-,-,0.0379651342270433,0.949839208670192
2413,0.65,237.0,Matern,1.0,1.5,-,-,0.0317609006569996,0.9701637833944026
2414,0.65,237.0,RQ,1.0,-,1.0,-,0.0533602034910354,0.939239358361338
2415,0.65,237.0,ESS,1.0,-,-,1.0,1.0,-16.78332018891532
2416,0.65,588.0,RBF,1.0,-,-,-,0.0364327252030175,0.9481724761865516
2417,0.65,588.0,Matern,1.0,1.5,-,-,0.0346523621154348,0.9636629920793258
2418,0.65,588.0,RQ,1.0,-,1.0,-,0.0531966707392254,0.93575185353286
2419,0.65,588.0,ESS,1.0,-,-,1.0,0.0459922190385974,0.9316494183626932
2420,0.65,951.0,RBF,1.0,-,-,-,0.0326630687680101,0.9694189719545993
2421,0.65,951.0,Matern,1.0,1.5,-,-,0.0329709205067628,0.9725053779502048
2422,0.65,951.0,RQ,1.0,-,1.0,-,0.0542179761451358,0.9380558560653882
2423,0.65,951.0,ESS,1.0,-,-,1.0,0.0326630456887314,0.9694190224631132
2424,0.65,490.0,RBF,1.0,-,-,-,0.0352118952337162,0.9567231310353292
2425,0.65,490.0,Matern,1.0,1.5,-,-,0.032545818513647,0.9704860626845454
2426,0.65,490.0,RQ,1.0,-,1.0,-,0.0524983699185968,0.9416254602079752
2427,0.65,490.0,ESS,1.0,-,-,1.0,0.988360338423817,-16.259766704372495
2428,0.65,395.0,RBF,1.0,-,-,-,0.0358304547309017,0.9529745339564648
2429,0.65,395.0,Matern,1.0,1.5,-,-,0.0320059248798347,0.972399806999014
2430,0.65,395.0,RQ,1.0,-,1.0,-,0.0525198873048401,0.9425473113042024
2431,0.65,395.0,ESS,1.0,-,-,1.0,0.0358304377833359,0.9529745881834168
2432,0.65,877.0,RBF,1.0,-,-,-,0.038101837365418,0.9579379005201868
2433,0.65,877.0,Matern,1.0,1.5,-,-,0.0340850636958608,0.9714457271856488
2434,0.65,877.0,RQ,1.0,-,1.0,-,0.0557929937286889,0.9361976815098294
2435,0.65,877.0,ESS,1.0,-,-,1.0,0.0385034032642048,0.9539528586379784
2436,0.65,297.0,RBF,1.0,-,-,-,0.0341237767211384,0.9697213175475918
2437,0.65,297.0,Matern,1.0,1.5,-,-,0.0300571327521082,0.9773980953124224
2438,0.65,297.0,RQ,1.0,-,1.0,-,0.0517877938407009,0.9447441256912816
2439,0.65,297.0,ESS,1.0,-,-,1.0,0.98853399083065,-16.45767838913676
2440,0.65,721.0,RBF,1.0,-,-,-,0.0325150287095675,0.9686699891345292
2441,0.65,721.0,Matern,1.0,1.5,-,-,0.0282173402079685,0.9782018678906316
2442,0.65,721.0,RQ,1.0,-,1.0,-,0.049024860851428,0.948199973629892
2443,0.65,721.0,ESS,1.0,-,-,1.0,0.99143564354349,-16.886316767366836
2444,0.65,711.0,RBF,1.0,-,-,-,0.0416688584521438,0.9392783218635936
2445,0.65,711.0,Matern,1.0,1.5,-,-,0.0353340102795841,0.9646072536943358
2446,0.65,711.0,RQ,1.0,-,1.0,-,0.0534018477839133,0.9346168952234126
2447,0.65,711.0,ESS,1.0,-,-,1.0,0.9976562427630126,-17.03948519602807
2448,0.65,985.0,RBF,1.0,-,-,-,0.0374369978316144,0.9589143069097008
2449,0.65,985.0,Matern,1.0,1.5,-,-,0.0317137171994055,0.9742294515748864
2450,0.65,985.0,RQ,1.0,-,1.0,-,0.0494410168849838,0.9482828585339476
2451,0.65,985.0,ESS,1.0,-,-,1.0,0.0374366876229854,0.9589151677058388
2452,0.65,171.0,RBF,1.0,-,-,-,1.0,-16.563555703036304
2453,0.65,171.0,Matern,1.0,1.5,-,-,0.035090067911831,0.9662646724687698
2454,0.65,171.0,RQ,1.0,-,1.0,-,0.0564446389992234,0.9329655410738548
2455,0.65,171.0,ESS,1.0,-,-,1.0,0.0376933814812299,0.9470625777819798
2456,0.65,75.0,RBF,1.0,-,-,-,0.0350568044455025,0.9616204400548364
2457,0.65,75.0,Matern,1.0,1.5,-,-,0.0322686164566343,0.9712396362271916
2458,0.65,75.0,RQ,1.0,-,1.0,-,0.0512311572030103,0.9409104544820244
2459,0.65,75.0,ESS,1.0,-,-,1.0,1.0,-16.713846748620924
2460,0.65,16.0,RBF,1.0,-,-,-,0.0337023150559891,0.9633663801138016
2461,0.65,16.0,Matern,1.0,1.5,-,-,0.0326639881059762,0.9720760640562258
2462,0.65,16.0,RQ,1.0,-,1.0,-,0.0532121735920801,0.9401467636968888
2463,0.65,16.0,ESS,1.0,-,-,1.0,0.0310831061272096,0.9717138629989852
2464,0.65,669.0,RBF,1.0,-,-,-,0.039398841201484,0.9500069725921833
2465,0.65,669.0,Matern,1.0,1.5,-,-,0.0359054639285258,0.9663831551382563
2466,0.65,669.0,RQ,1.0,-,1.0,-,0.0599509468682033,0.9264274246667884
2467,0.65,669.0,ESS,1.0,-,-,1.0,0.0376908181883365,0.9571437244475354
2468,0.65,530.0,RBF,1.0,-,-,-,0.0370588881187807,0.9548043242505048
2469,0.65,530.0,Matern,1.0,1.5,-,-,0.0330368168736801,0.9689424942481272
2470,0.65,530.0,RQ,1.0,-,1.0,-,0.0504275056650593,0.9431539028128338
2471,0.65,530.0,ESS,1.0,-,-,1.0,0.0317971189342527,0.9701911973105252
2472,0.65,999.0,RBF,1.0,-,-,-,0.0353863581258883,0.9557193363483626
2473,0.65,999.0,Matern,1.0,1.5,-,-,0.0321280729678177,0.970408252522692
2474,0.65,999.0,RQ,1.0,-,1.0,-,0.0532378845252188,0.9382778338413128
2475,0.65,999.0,ESS,1.0,-,-,1.0,0.0369426373891888,0.9481889930815848
2476,0.65,794.0,RBF,1.0,-,-,-,1.0,-16.562928946445762
2477,0.65,794.0,Matern,1.0,1.5,-,-,0.0336636062753721,0.9721413709202776
2478,0.65,794.0,RQ,1.0,-,1.0,-,0.0537938886661015,0.9426816061232884
2479,0.65,794.0,ESS,1.0,-,-,1.0,1.0,-16.562928946445762
2480,0.65,936.0,RBF,1.0,-,-,-,0.0366211486890323,0.956169497170883
2481,0.65,936.0,Matern,1.0,1.5,-,-,0.0321817811185277,0.9701935875168828
2482,0.65,936.0,RQ,1.0,-,1.0,-,0.0505170111972734,0.9441170071798596
2483,0.65,936.0,ESS,1.0,-,-,1.0,0.034980999694433,0.961933041276003
2484,0.65,111.0,RBF,1.0,-,-,-,0.0350074743408098,0.9631939859424676
2485,0.65,111.0,Matern,1.0,1.5,-,-,0.0310244077162213,0.9732913072022024
2486,0.65,111.0,RQ,1.0,-,1.0,-,0.0498875474974888,0.9434984882914578
2487,0.65,111.0,ESS,1.0,-,-,1.0,0.99576636002314,-16.970338934695228
2488,0.65,816.0,RBF,1.0,-,-,-,0.0368876434034836,0.962148554254106
2489,0.65,816.0,Matern,1.0,1.5,-,-,0.0339036909895918,0.9719824027133164
2490,0.65,816.0,RQ,1.0,-,1.0,-,0.0591762508516,0.9317959166101548
2491,0.65,816.0,ESS,1.0,-,-,1.0,0.9891964245192784,-15.92998553786057
2492,0.65,968.0,RBF,1.0,-,-,-,0.0371810688625304,0.9580273862228352
2493,0.65,968.0,Matern,1.0,1.5,-,-,0.0329616922266771,0.9713164591937804
2494,0.65,968.0,RQ,1.0,-,1.0,-,0.0517792641281486,0.9386399349092848
2495,0.65,968.0,ESS,1.0,-,-,1.0,0.0371810683251087,0.9580273876198092
2496,0.65,48.0,RBF,1.0,-,-,-,0.0354543089855909,0.9611095786848366
2497,0.65,48.0,Matern,1.0,1.5,-,-,0.034041795562116,0.9696079367459978
2498,0.65,48.0,RQ,1.0,-,1.0,-,0.050648554272109,0.9430546925835992
2499,0.65,48.0,ESS,1.0,-,-,1.0,0.0354543087850484,0.9611095792685016
2500,0.65,986.0,RBF,1.0,-,-,-,1.0,-16.732168485831274
2501,0.65,986.0,Matern,1.0,1.5,-,-,0.0322495260781732,0.9722377888315832
2502,0.65,986.0,RQ,1.0,-,1.0,-,0.0551287641798546,0.9361618999853968
2503,0.65,986.0,ESS,1.0,-,-,1.0,0.0353034315339569,0.9631148582724112
2504,0.65,829.0,RBF,1.0,-,-,-,0.0345603228979317,0.9666679775001092
2505,0.65,829.0,Matern,1.0,1.5,-,-,0.0337332374391506,0.972166865027511
2506,0.65,829.0,RQ,1.0,-,1.0,-,0.0550694833090868,0.9355354738291392
2507,0.65,829.0,ESS,1.0,-,-,1.0,0.034560284327247,0.9666680726682564
2508,0.65,996.0,RBF,1.0,-,-,-,0.0358864235307513,0.9589265286108828
2509,0.65,996.0,Matern,1.0,1.5,-,-,0.0316238726979908,0.972910510230941
2510,0.65,996.0,RQ,1.0,-,1.0,-,0.0495044125573304,0.9473528473514649
2511,0.65,996.0,ESS,1.0,-,-,1.0,0.9974869904218376,-16.732704985716488
2512,0.65,272.0,RBF,1.0,-,-,-,0.0370398238367151,0.9603213692807966
2513,0.65,272.0,Matern,1.0,1.5,-,-,0.035103579609845,0.9664892800219664
2514,0.65,272.0,RQ,1.0,-,1.0,-,0.0537703338787765,0.932792824016186
2515,0.65,272.0,ESS,1.0,-,-,1.0,0.9884948501400151,-16.50314788250015
2516,0.65,759.0,RBF,1.0,-,-,-,1.0,-16.926913887718097
2517,0.65,759.0,Matern,1.0,1.5,-,-,0.0333188411306557,0.9695771397553644
2518,0.65,759.0,RQ,1.0,-,1.0,-,0.0552752301658378,0.9328407113435352
2519,0.65,759.0,ESS,1.0,-,-,1.0,0.9951798098829406,-16.810126383943903
2520,0.65,390.0,RBF,1.0,-,-,-,0.0368243625113492,0.9578046062160762
2521,0.65,390.0,Matern,1.0,1.5,-,-,0.0333522577794882,0.9731906050039576
2522,0.65,390.0,RQ,1.0,-,1.0,-,0.0579690970521715,0.9364433645141286
2523,0.65,390.0,ESS,1.0,-,-,1.0,1.0,-15.902402275053849
2524,0.65,930.0,RBF,1.0,-,-,-,0.0364943211696657,0.9528662123064588
2525,0.65,930.0,Matern,1.0,1.5,-,-,0.032104806527549,0.9702728396144608
2526,0.65,930.0,RQ,1.0,-,1.0,-,0.0484610892430765,0.9461805744263584
2527,0.65,930.0,ESS,1.0,-,-,1.0,0.963752722805352,-16.43593333239188
2528,0.65,633.0,RBF,1.0,-,-,-,1.0,-16.151547110716322
2529,0.65,633.0,Matern,1.0,1.5,-,-,0.0326036176553656,0.9744537339499086
2530,0.65,633.0,RQ,1.0,-,1.0,-,0.0550807270583864,0.9407931390889998
2531,0.65,633.0,ESS,1.0,-,-,1.0,0.9876954660527236,-15.867883278085074
2532,0.65,928.0,RBF,1.0,-,-,-,0.0368717618120993,0.95547472751666
2533,0.65,928.0,Matern,1.0,1.5,-,-,0.0316662150180411,0.973077187382126
2534,0.65,928.0,RQ,1.0,-,1.0,-,0.0534705000258507,0.9380951838075016
2535,0.65,928.0,ESS,1.0,-,-,1.0,0.9944825558709064,-16.859317077409766
2536,0.65,854.0,RBF,1.0,-,-,-,0.0377279027567636,0.9572110364577912
2537,0.65,854.0,Matern,1.0,1.5,-,-,0.0336574303817533,0.96982914632881
2538,0.65,854.0,RQ,1.0,-,1.0,-,0.0543578923032247,0.9355226867435766
2539,0.65,854.0,ESS,1.0,-,-,1.0,0.0377278439418466,0.9572112068926716
2540,0.65,554.0,RBF,1.0,-,-,-,0.0367549422338238,0.9480650657442083
2541,0.65,554.0,Matern,1.0,1.5,-,-,0.0331830676566503,0.9688633494170388
2542,0.65,554.0,RQ,1.0,-,1.0,-,0.0538201038222251,0.9387979481211208
2543,0.65,554.0,ESS,1.0,-,-,1.0,0.0367549329388758,0.948065100402362
2544,0.65,562.0,RBF,1.0,-,-,-,1.0,-16.989228599098652
2545,0.65,562.0,Matern,1.0,1.5,-,-,0.0328170550483945,0.970795164743624
2546,0.65,562.0,RQ,1.0,-,1.0,-,0.053238914595781,0.9382915168601856
